ImageName,Bicycle,Bridge,Bus,Car,Chimney,Crosswalk,Hydrant,Motorcycle,Other,Palm,Stair,Traffic Light
04162.png,-1.5361768,-2.7586453,-1.3779197,10.88575,-4.63746,-0.82885385,-4.554385,-4.2096157,1.8486263,0.58198565,-4.365648,-1.8703902
04163.png,-0.09035559,-5.3472815,-3.4657617,4.135944,-0.9168714,22.859915,-4.026772,-3.8694353,-8.195483,-4.1109114,0.36265105,-5.426564
04164.png,-2.6154692,-3.9092095,-1.6509451,14.434072,-3.7961369,-1.1932536,-0.36568898,-0.54106796,-0.69223744,-3.6289887,-4.0163827,-2.245737
04165.png,-0.085549146,-1.9227929,10.538718,7.675853,-2.7421746,-1.3430208,-4.028491,-1.5157508,-3.283379,-1.6178299,-2.9664397,-3.406473
04166.png,0.8412821,-5.368368,-1.2376629,-3.9826236,0.72129464,13.828612,-1.7570057,-0.897133,3.7521615,-3.0124507,1.4187139,-3.6305096
04167.png,-4.142901,-3.8625674,-0.4726807,-3.8101907,0.2907285,0.66857886,-0.19533536,-5.1391807,2.061127,-5.5683455,2.5981812,20.049446
04168.png,24.982477,-2.3148184,-0.4454739,-1.2295249,-1.7496607,-7.3132453,-2.973064,-0.08772844,2.3956928,-0.8678215,0.5707527,-5.783572
04169.png,-0.80641997,-3.7344906,-4.4416018,17.54625,-4.3045397,-3.1551776,-1.6358941,-2.1262336,2.677488,-1.4018415,-4.403326,-8.18134
04170.png,0.1627499,-8.29062,-4.078114,12.757848,-2.851176,1.4200519,-1.7085001,-3.458849,3.769451,-1.6275464,-3.3577185,-2.5278273
04171.png,0.69497657,1.3594253,1.3224127,-5.8597465,0.09930539,-3.8101797,-1.8998992,-0.2589936,12.209981,-1.5364628,4.9409437,-2.9742775
04172.png,0.9279371,-0.17852268,-2.474928,-1.0963997,13.386761,2.2620232,0.5788073,-0.70846677,-0.0016109478,-0.59208876,1.0023007,-3.5482926
04173.png,-4.3405247,-1.1428733,-5.729656,-0.5721317,2.991445,-8.005425,-4.418296,-2.35187,15.373539,-1.4640487,0.68662184,0.25181475
04174.png,-4.295215,1.6639416,-2.625692,11.093749,-4.414284,-1.0307887,-2.388753,-0.39817953,-0.85161,-1.8915325,-6.5060043,7.678647
04175.png,-2.3341844,-3.0763016,-0.06635585,15.080778,-4.9436965,-3.2213783,-4.785846,-4.6864085,-0.8286169,1.8926564,-5.0880704,-5.6636553
04176.png,-3.9059482,-1.2091464,-0.68835306,-6.0878553,-1.2408241,3.5253515,-0.8260408,-4.8911843,-3.8110657,-5.7638483,2.5778613,22.178713
04177.png,-6.284774,-2.7944727,-0.13312694,14.531096,-4.272284,-3.529896,-0.8631703,-3.1463146,1.0258001,-0.46629012,-3.0974705,-2.5281408
04178.png,-4.8576326,-4.435855,-2.7798555,17.57805,-6.710215,-6.928311,-2.479409,-2.4623017,1.8531767,3.3435435,-6.3017526,-3.2726285
04179.png,-0.33147776,-6.4022636,9.085127,1.6168905,-1.4159758,-3.1550868,-4.272886,-2.2256148,-4.0769434,1.2626199,9.180679,-3.6519763
04180.png,-6.041902,-1.8367748,-0.41371357,18.462997,-6.535973,-4.0260096,-2.67567,-4.1880507,0.47633624,-1.3027117,-4.324993,-4.5533137
04181.png,-4.3437796,-0.2764736,-3.2553785,0.51460046,-2.7283814,2.5387328,-2.5437357,-4.2637525,0.5789892,-1.542915,-4.392731,13.1482315
04182.png,-1.8195069,-6.352391,-5.1707067,14.589403,-3.0896761,3.4217665,-4.476291,-5.402061,0.5206511,2.4971392,-3.830975,-4.7913446
04183.png,2.9085448,-1.8634026,5.547542,8.538618,-3.1269455,-1.8998356,-3.1451526,-4.5388455,0.7771624,-2.689989,-2.345403,-0.56641304
04184.png,-6.260639,9.108471,-3.4461029,11.8359995,-4.632449,0.15118062,-2.8685052,-2.6920063,-2.1803095,-2.9811196,-4.993751,-2.8491495
04185.png,-5.7222056,-5.5264816,-1.7073315,17.439495,-6.3887067,3.0867796,-3.4246638,-5.2151504,-5.182017,0.06897189,-5.088061,0.014947347
04186.png,-4.136308,-4.3153763,-1.8059922,17.772045,-4.5272255,-2.230046,-2.45433,-1.5594374,-0.5178147,2.0575938,-3.3367772,-4.9027405
04187.png,-2.9615965,-2.4777532,0.2297726,15.132413,-4.3429446,-1.3661536,-3.205901,-4.3048005,-0.86629933,0.30545005,-6.7375984,-3.1247344
04188.png,-3.225867,-0.6269031,-7.2711983,4.147685,-1.352974,3.844155,-2.9018223,-4.6854186,-2.2416327,-4.4016767,-3.9249654,15.349458
04189.png,-0.08485897,-1.7024043,13.286987,4.4578066,-2.117846,-2.2799914,-3.8055272,-2.0552924,-3.9471836,1.7281754,-2.4095654,-5.1834784
04190.png,-4.1348734,-2.7577534,0.83210707,18.368984,-4.3872104,-4.8378024,-2.6437361,-2.824495,1.1818906,1.1711341,-2.3081849,-6.15022
04191.png,0.95482594,-1.1106248,22.165533,-5.6875463,0.555865,-4.3651595,-0.8025598,-2.3057256,-0.18459149,0.04623903,-0.17204137,-0.22907433
04192.png,-0.4637457,-5.6801414,-2.990362,-4.2877054,1.9422827,12.1022005,-1.1658435,0.48660162,7.2515283,-6.3945813,0.4667887,-5.939213
04193.png,-3.1196194,12.313578,-4.83605,1.1673559,2.0229905,-5.199463,0.31864244,0.40288293,5.887068,-4.882891,-3.2090213,-8.431591
04194.png,1.1468195,-2.9799242,19.930107,-1.8637809,-1.7801515,-2.4442337,-5.2100854,-2.753666,-1.9016451,0.19030549,-1.5727973,-2.6332238
04195.png,21.63931,0.20196614,-0.9170534,-0.3857311,-0.832404,-10.3734255,-2.878392,9.714425,2.5979288,1.7701334,-1.0882498,-5.8680334
04196.png,-4.81347,1.4583919,-2.3186798,13.153254,-5.123089,-2.9317658,-4.26892,-4.573982,0.049102053,0.68036,-6.1543393,-2.612958
04197.png,0.34508336,-3.4891486,-2.3504214,-5.288888,1.8794802,22.102343,-1.8058376,-3.194809,-5.30914,-5.054768,2.1124713,-0.9920578
04198.png,-0.30950367,-3.6635041,-0.7007241,-6.6369367,0.74728835,-6.547394,17.151875,0.89236903,8.158143,-2.520736,3.2652295,-3.7009854
04199.png,2.0915565,-2.1798177,1.2215773,-0.34248456,2.2359674,-10.9431305,21.0566,0.70479536,1.5429709,-3.5028174,3.7806637,-6.24937
04200.png,-3.889108,-3.8705325,-4.3962774,-0.864504,-1.3361387,16.950937,-4.4417634,-5.5570793,-1.8859642,-4.6910443,-1.7081656,5.395649
04201.png,-3.5335202,-1.580749,-0.021887187,-2.4526715,-0.62869745,5.6544747,-1.0917711,-3.400252,-3.420669,-3.668589,-1.7805567,16.514675
04202.png,1.9396755,-4.8801174,-2.3765564,16.015392,-3.2696488,-3.1344388,-1.3391929,-2.075972,5.1141453,1.5911069,-1.9909594,-8.349059
04203.png,22.741182,-3.41331,0.67880654,8.195909,-1.9687803,-3.4255707,-2.8222487,-1.6100867,-5.343418,-2.4159505,-2.449352,-8.724536
04204.png,-2.803905,1.2911825,-3.3900175,11.661762,-3.0639846,-1.8744185,-2.6155093,-2.8626716,2.330239,-2.1892703,-3.749956,-4.3410845
04205.png,-4.376177,-4.5002823,8.338546,4.5337925,-5.8565717,3.2472334,-4.7251325,-4.7087455,-1.0460023,-0.85198885,-3.7765007,2.4226103
04206.png,-0.25901926,-2.7668967,-1.2145895,3.9240255,-4.7045236,-8.434924,-0.8345619,0.00078615546,10.172811,6.4986672,1.1881604,-4.859063
04207.png,0.19974668,-4.856448,-4.1601295,-6.1461916,1.5291646,22.739412,-3.8905332,-2.309771,-2.3943236,-4.4051237,1.1888092,0.9568973
04208.png,-2.633648,-4.3369017,-0.765987,13.947768,-4.969192,-0.081606425,-4.1058636,-4.158384,-2.3078163,1.5730878,-5.025207,-3.0410974
04209.png,-0.43337685,13.614635,1.113838,-1.6319505,-1.1657424,-4.4578075,-1.4093373,-1.6613196,0.8504775,-0.77518135,0.22428398,-5.4336123
04210.png,-5.660913,0.12767926,0.25921267,-3.4873495,-1.3490725,-1.040493,-2.5046604,-2.9986167,0.9592195,-4.068984,1.6718929,16.566708
04211.png,-4.4300036,-6.3837485,-3.9990687,1.9393532,-1.2524005,21.663548,-4.2482276,-5.5188975,-4.7442284,-3.2754362,-1.4395638,0.7557546
04212.png,-2.0120034,-2.4790473,-6.4781013,2.3899128,-3.4950883,-5.054441,-7.1421666,-3.2854295,4.8112617,15.053886,-4.533251,-1.9930702
04213.png,-3.7625773,-2.4837081,-0.8467979,-1.9208044,-0.66737616,-0.33194542,-4.043382,-3.1204147,1.8614174,3.1184266,-2.3656268,9.003275
04214.png,-3.918587,-4.210385,-0.91219944,17.664341,-4.462574,0.5710728,-2.6809666,-4.656634,0.7769889,-0.75460666,-4.8110013,-4.350899
04215.png,1.1550885,-5.786844,-4.4580035,-6.65611,1.695287,24.9027,-0.30544174,-2.5762808,-4.4478045,-8.409733,2.4791205,3.123325
04216.png,-0.27439982,-1.9363368,-0.87809247,12.437447,-4.938757,1.4966817,-2.4748504,-3.4633,-2.122857,0.73943895,-6.059542,-3.6261244
04217.png,-0.875592,-4.087646,-3.1215801,16.552805,-5.5543094,-1.1647657,-3.1850953,-4.9088435,1.344818,1.101864,-5.580214,-5.5653906
04218.png,-4.109457,-3.6610355,2.7315943,9.091732,-2.7722657,-8.496585,-0.069719076,-2.457148,11.500972,-0.83172303,-4.094732,-5.3103323
04219.png,-3.5589385,0.7036622,-2.876015,9.219866,-3.1695788,-7.2034316,-5.2702727,-2.8244498,9.236865,3.4823744,-3.377772,-4.1953893
04220.png,-3.7147863,-4.3183856,-2.963811,-5.279017,2.8497045,17.56344,-3.1077235,-4.8739877,-3.9575388,-3.2073328,-1.4228742,6.7207313
04221.png,-5.8385468,-3.415773,-3.4021673,11.776365,-6.136315,1.777397,-2.3712926,-3.9329133,-2.7836018,-1.8783958,-3.9992282,7.458095
04222.png,14.448119,-3.5503871,-1.2173816,13.095739,-4.3624206,-1.1891831,-4.2775254,-1.1978208,-3.5191035,-2.1232753,-3.1444569,-9.423995
04223.png,18.590239,-3.2247624,-2.7084906,11.675856,-2.9229546,-1.840756,-3.3560603,-1.7161863,-3.6176674,-1.8536972,-1.4851788,-9.659907
04224.png,-2.2934654,-1.7110225,-3.2491665,11.120486,-4.1747284,-3.545616,-1.3027959,-2.080882,0.56252295,-0.17076778,-6.0078263,2.3300714
04225.png,-2.5638485,-3.7448244,-1.1995293,5.4271274,-3.8048031,11.996562,-2.9153838,-2.7190163,-4.695235,-2.2692118,-1.2983994,-2.9813173
04226.png,-3.5249314,18.857487,-2.9134345,-3.1010048,-2.1438413,-6.6855235,-2.7687001,-0.08971357,2.3683655,1.2283518,-2.8102682,-3.2767806
04227.png,0.5565093,5.6569176,-2.8708694,-2.1766787,-2.445388,-6.1202044,-0.8835374,-0.93329155,8.678094,2.2374175,-0.080611385,-2.6722612
04228.png,-2.395426,-1.3045952,-1.3988284,16.787743,-4.4226127,-2.608576,-3.343227,-2.3064225,-3.5671134,0.11545463,-3.895507,-5.344004
04229.png,-3.7593791,-2.6998856,-0.59717304,12.849487,-4.3475814,2.5613601,-5.048452,-4.4014525,-3.357217,-2.393709,-4.013738,-1.4430485
04230.png,-1.3632276,-2.9266362,-4.8814096,10.44279,-4.7578764,2.5030005,-3.6421003,-2.0238092,-4.431124,-2.4642727,-3.6797745,4.8759317
04231.png,-0.6120843,-0.07942673,1.7911383,0.7351557,2.1964536,-7.9477305,21.860823,-1.0714902,-0.26740152,-3.762141,4.0999656,-3.1834242
04232.png,0.16772734,-6.11409,-3.503406,7.5376964,-2.858183,14.618171,-5.1835384,-3.1372428,-2.7075589,-1.7088858,-3.5150812,-2.7624037
04233.png,-2.3733454,-4.959492,-4.6431074,5.481175,-5.2008266,-6.2676144,-3.6187,-2.4417403,1.4456533,17.40089,-2.0018473,-1.2520511
04234.png,-2.6755874,-5.4634514,-0.48286465,20.470076,-5.944491,-2.5842276,-2.2603433,-4.5922008,0.48188967,0.22982307,-5.4438252,-7.9617968
04235.png,-0.098206714,-2.6303914,-2.5402956,-1.5956573,0.7497489,-3.398152,-1.6482384,0.6996975,0.34044853,19.90973,-1.574398,-2.1766732
04236.png,10.628428,-5.1689777,-1.2334778,9.888393,-4.1198077,-4.771381,-2.5609071,-2.4266646,4.6890035,-2.1442237,-2.300092,-0.36008427
04237.png,-1.825265,-6.1386747,-3.7370605,5.14567,-1.9312372,16.585299,-4.147081,-4.7737865,-4.2748895,-2.2784562,-2.3008144,1.6028603
04238.png,-2.4708457,-0.59457296,11.244267,-0.48138186,-2.7893739,-3.565988,-4.3370667,-4.3454685,-0.5154882,2.3444867,-4.415066,1.4392821
04239.png,-5.77648,-1.1826952,1.5308957,-4.915325,0.7967845,2.74287,-1.3835373,-3.3357766,-3.2823853,-4.96569,1.2592864,21.025272
04240.png,-0.20671733,0.023364894,7.262026,-3.8853967,-2.1217933,-8.060354,-1.68695,-2.8340666,11.789363,3.1549964,2.080167,-3.8300374
04241.png,0.63542855,-0.4266898,2.8934908,0.7546924,1.4469812,-7.2627373,25.293095,-1.1393995,-0.3357449,-5.670014,6.0995727,-4.736364
04242.png,-0.78587425,-3.1287177,-2.2673528,-2.5204256,-2.8971763,-4.575224,-3.6495764,-3.0846937,3.0395489,16.898458,-0.32696235,-1.2306684
04243.png,-3.0366185,0.3318248,-2.4720364,-1.7440174,-0.42898643,2.967113,-1.5337956,-4.4075136,-4.309214,-4.792231,-1.733114,20.705673
04244.png,-0.5084831,-3.1255999,0.8690947,16.759016,-5.25398,-4.201252,-3.4109166,-4.1795416,-2.0481572,0.2103361,-3.0698533,-6.141744
04245.png,-4.338388,-5.6038685,0.42293465,21.617548,-6.6480794,-1.9956018,-3.67217,-5.855937,-2.2667902,-0.1254857,-7.153667,-3.3932667
04246.png,-2.1276395,-3.2554173,17.126091,3.790758,-3.025912,-5.145026,-3.6099017,-3.413461,-1.24002,4.4198375,-3.772303,-4.425197
04247.png,-2.9558773,-3.5573668,-2.3427482,14.691397,-4.185555,2.3299606,-4.9524627,-4.766756,0.1051462,-0.0034869201,-4.6971326,-3.144756
04248.png,0.9763401,-2.5785086,-2.9041572,-5.1380854,2.6037252,-6.5823336,-0.54181963,-1.6521274,2.9514787,19.683172,-0.8765245,-1.4281013
04249.png,-3.2288408,-1.0277082,-0.5824343,-1.2754556,-2.4492402,-0.82898337,-3.711628,-6.137713,2.4780073,-3.3619614,-2.1711106,14.923795
04250.png,-2.1708043,-1.8313822,16.276423,-3.8537796,-1.5315893,-5.5986757,-3.2471783,-1.4095404,-0.15598324,8.283202,-2.452557,-3.4595375
04251.png,23.884695,-0.4297231,-0.7283517,-1.2478449,-1.6265273,-6.940473,-2.9837577,0.52107203,1.1092709,-4.769352,2.9185574,-4.489061
04252.png,2.7119622,-2.079742,-2.1373038,-3.215586,-1.6644377,-5.9907446,-1.2439291,-1.1469672,2.7981114,20.862722,-1.5877734,-3.9540684
04253.png,-3.5259602,-6.4532394,-0.30492318,19.063046,-5.7677374,-3.144289,-4.0232754,-3.1683753,0.76053923,2.8096764,-3.5171754,-8.140169
04254.png,-1.4699388,-3.8352938,-4.068312,2.1549973,-5.1279044,-6.102484,-4.3518243,-2.5300953,10.929735,8.604754,-2.1660762,-1.7250608
04255.png,-2.8914773,-4.6101475,-3.1117449,11.247929,-3.7516108,11.229308,-3.1351917,-5.806627,-7.347899,-3.6102636,-4.758984,3.6233883
04256.png,-3.3759377,-4.094014,-2.6507707,14.49154,-3.6534133,3.1492088,-1.8802588,-2.9184086,1.612259,-5.2675495,-3.4177618,-6.1670527
04257.png,3.155269,-8.18714,-7.210036,5.461507,-0.6236162,-3.5181203,-2.5999804,-2.8674574,1.70827,1.7471352,-0.24107672,2.3782055
04258.png,-1.5600829,-3.9788039,-2.2588413,15.270357,-3.2776968,-0.28779057,-4.1694875,-4.2851863,2.2406359,0.90467715,-4.024241,-7.21231
04259.png,-5.406647,0.17084858,-3.1896033,15.513424,-5.421056,0.42104846,-3.4315474,-3.1338058,-0.5141372,-2.4880822,-5.084909,-4.084431
04260.png,-5.336303,-1.1884376,-4.82789,0.34405515,-3.845829,-11.60566,-4.327522,-1.4596822,19.376266,4.1782427,-1.2264577,-4.2382536
04261.png,-0.123166546,-1.4829748,-3.2421908,-1.1112792,-0.9183965,-5.3238826,-2.4537456,-0.8434671,0.028123425,20.488966,-1.7979577,-0.66221005
04262.png,-4.2445645,-0.9136665,-3.8608756,14.59493,-3.9187593,-0.45472872,-1.0301816,-4.1078687,-0.13387547,-2.8182297,-4.75512,-1.1977786
04263.png,-3.789509,0.40713462,-4.411488,-2.871871,-3.858069,3.6360028,-2.2151518,-2.5315309,3.0462048,-6.2237744,0.49200588,15.427024
04264.png,0.48516226,-4.766408,-2.00186,5.835929,-4.240731,-1.0976,-3.8136647,-2.342171,4.5059557,13.18974,-4.1529913,-6.621595
04265.png,-3.1185164,-3.2173824,-1.1478752,13.953174,-5.0139894,-1.101051,-4.5998287,-3.9518487,-0.29666665,-0.16135854,-5.020387,-3.8165684
04266.png,-4.440557,-3.5593228,-1.0100683,7.2825,-2.637603,13.837642,-2.9030726,-3.4778125,-4.6293316,-3.7112997,-3.3070118,0.63308895
04267.png,-0.054798216,-4.6265383,-5.037871,5.2006345,-2.989869,-0.8987235,0.10423294,-3.7891698,7.4168253,-4.098864,0.4578567,5.7523894
04268.png,-4.8633404,2.0780196,2.3089821,14.674493,-7.0392327,-9.011128,-3.9935372,-4.101024,5.53356,-3.5023406,-4.264472,-2.9016683
04269.png,-1.3552133,-4.837364,-3.6573884,1.3935548,2.140505,-8.009313,-3.2657223,-1.377465,13.698118,0.3259897,-1.5413127,0.7240461
04270.png,-3.3365242,12.793573,-4.6883116,7.6759524,-3.783663,-5.256274,-2.6356456,-2.5528328,-0.9340469,-1.2622166,-4.4773383,-4.364731
04271.png,18.21528,-0.74529636,-1.2173766,-1.0681007,0.9037892,-8.8250065,-1.4490178,6.289339,5.108308,2.9021947,-0.69970995,-5.7034836
04272.png,2.3225062,-1.4530607,1.8785391,-3.7213254,4.269714,-6.5855355,19.514864,-1.4327346,2.319241,-1.3246764,3.495935,-4.9615803
04273.png,24.346228,0.5387178,-1.5173942,-0.6368093,-1.690953,-9.363678,-3.2890906,1.7381012,0.515443,1.301417,3.0425797,-3.896362
04274.png,-5.3549867,-2.275413,2.0135403,-2.0986261,-0.7187143,1.0217716,-1.465738,-2.373716,0.95466053,4.446761,-0.98162305,11.904285
04275.png,-0.5780202,-2.840563,19.9448,-1.1480598,-2.108854,-5.273401,-1.7382529,-1.2979696,-0.64470166,-0.04427712,-0.21239628,-1.5010457
04276.png,18.240788,-2.5944986,-3.268131,9.113916,-5.762791,-7.613988,-0.032193244,-1.2469041,-2.3001997,0.516633,-1.8620391,-6.533264
04277.png,-2.3812845,-1.7959712,0.1342167,2.6969056,1.1422524,-8.724795,8.617286,-0.15099773,3.8538945,-1.6509014,4.697421,-1.7251875
04278.png,14.413911,-4.175874,-0.95786303,6.5351033,-2.252452,-0.79467356,-3.5216815,-0.15494546,-2.3049178,-0.5874894,-1.9089043,-4.1388984
04279.png,0.45924848,-4.539612,-2.0170245,14.27305,-3.5789204,-2.7479722,-4.3567996,-3.9143853,0.30982572,4.4968214,-2.1378415,-6.804052
04280.png,-3.0887158,-5.0064855,-1.7149388,17.136566,-6.4188323,0.86691743,-2.5145292,-5.8639293,-5.7483864,1.7363962,-7.639,2.3810263
04281.png,2.1750135,-3.4766479,-5.416153,-1.5989534,-2.0384028,-6.4246264,-5.3498006,-2.2422495,8.669736,17.927183,-2.6625228,-2.2766
04282.png,21.29035,0.14144006,-1.1515566,-0.0752458,-1.8497058,-6.3639603,-3.6212394,1.5148093,0.13250767,-2.3791232,3.5876658,-6.714671
04283.png,-3.06068,-1.7789104,-2.7238348,13.72146,-4.6577754,1.0770386,-4.769706,-5.3486295,-1.1443459,0.064964786,-5.411438,-2.2783973
04284.png,-5.220814,0.12173084,-2.214683,17.30006,-5.783486,-0.9422183,-4.0023413,-3.0783021,-3.281175,1.0436853,-6.532702,-2.9026763
04285.png,-3.9899728,-2.3724885,1.1446743,-3.4741461,-1.6489531,2.5732775,-2.6902769,-5.077478,-2.9145951,-2.2535255,-1.2986572,19.596876
04286.png,22.664387,-0.5442243,-2.0863674,-0.08891249,-1.7500762,-5.0925584,-1.3396561,0.96060646,-0.85796905,-2.014676,1.9945099,-6.2497563
04287.png,-5.763674,-0.66448766,-0.9569142,1.2519062,-2.0989418,2.832857,-4.533015,-5.042416,-1.0311941,-4.4501624,-4.1625457,16.33893
04288.png,-1.5701936,-2.966105,-0.577754,15.680191,-3.209678,-0.40813696,-0.589629,-2.4074063,-2.1291432,-1.6671332,-6.234605,-4.3471284
04289.png,0.9411987,-5.2681932,-3.223113,14.046984,-2.8428974,0.6329839,-3.2066696,0.6097089,-1.3067926,-0.92868084,-3.8226364,-5.87212
04290.png,-2.8489454,-4.6013947,-6.2779045,4.4186535,-0.6320297,-3.7960126,-1.3615382,-3.0290606,11.71831,-2.3249664,-0.5142027,0.72814524
04291.png,-3.9278114,-2.8466558,-4.8583236,3.98182,-3.447651,-7.527034,-3.0322566,-4.8376265,11.192676,4.3725495,-6.4658656,4.1123967
04292.png,-1.2082378,-4.522375,-2.383636,0.48658684,-3.2192,-5.9335055,-3.9711564,-3.666565,2.3366668,20.376293,-1.6966025,-2.072273
04293.png,-2.4412818,6.432088,-2.4952188,12.1321745,-3.701611,-1.4833033,-3.8572261,-1.4318017,-3.5863297,0.47983027,-4.7515817,-5.705903
04294.png,-3.044957,5.6741233,0.87047416,11.272089,-4.552547,3.4192753,-4.7821727,-3.0336487,-6.361158,-3.8768752,-4.4090157,-5.4572244
04295.png,-1.9392993,-3.0408149,1.4196991,-0.3828963,4.4467497,-7.058695,22.733583,1.985147,-0.07924251,-0.23565392,2.082602,-3.5168512
04296.png,-3.137002,15.51159,0.80926657,-2.5786986,-1.6158583,-3.7137237,-3.3035004,-0.20002529,0.53844804,-2.405827,-0.35348642,-3.7082956
04297.png,-4.905025,-3.3583574,-1.3892882,1.2973639,-3.2519376,-6.418355,-3.641744,-3.3995647,10.176095,3.8637018,-4.7286253,2.9874933
04298.png,-5.579746,-1.2330221,-3.1052742,8.872622,-3.5535376,2.7868187,-6.0356936,-6.0362487,-0.09627072,-1.7706529,-3.9022853,2.521582
04299.png,0.09690218,-4.7563906,-1.4771696,14.779828,-2.987482,-3.3572342,-2.8031597,7.8250403,-4.262773,2.494855,-3.2217405,-2.958729
04300.png,19.505678,-0.5023733,-1.1295025,6.2074676,-2.9841294,-5.0179496,-2.6977217,-1.0904686,-1.7453454,-1.255276,-1.5026135,-6.4228263
04301.png,-1.0203211,-3.0182066,-5.2714205,-2.4409614,1.4422548,-6.7527175,-3.6601026,-1.1689346,4.8883653,17.431643,-4.033271,-3.0089333
04302.png,4.9046216,1.8740542,0.76861763,-4.7161074,0.8830599,-6.747103,20.66061,0.37502146,3.335739,-0.5238563,3.6850448,-4.1420283
04303.png,0.68908346,-0.30709124,2.2643175,-1.9886422,3.0574307,-6.1750493,21.04686,1.3700793,-0.5089789,-3.3372226,6.2480283,-1.541665
04304.png,-2.0837312,-4.678726,-1.6940173,17.477789,-5.684992,-3.0230925,-3.6710424,-3.515989,-1.2995676,3.334581,-4.5398364,-4.76126
04305.png,-0.41163695,-5.82982,-5.2748575,17.996683,-4.2197404,-4.707955,1.6045284,-3.8446264,-0.01666261,4.4008536,-6.5972147,-4.5032544
04306.png,-0.25649238,-2.051054,18.047123,-2.3396769,-1.206697,-2.6594017,-4.86404,-1.8549683,-2.082063,3.1538987,-2.1429262,-3.805628
04307.png,-2.428247,-5.7717957,-2.7695947,6.755266,-1.8938307,17.545671,-4.4434266,-4.7123165,-5.4351263,-3.2021077,-2.3350167,-1.0823466
04308.png,-1.8229449,-5.272878,-2.678452,14.68074,-2.653074,0.21273127,-2.986747,-1.9550878,-0.7933484,1.4435986,-5.1322765,-4.934262
04309.png,-4.271241,-1.395077,16.078299,1.3585039,-4.2544904,-6.3294535,-4.389563,-1.9862665,1.6639817,1.0699023,-0.33336136,-2.5347943
04310.png,3.560388,-5.2879524,1.5821882,-4.403855,-0.35317892,3.1017005,1.982801,0.17424455,-4.2490587,-1.6131045,20.803684,-4.2476397
04311.png,-1.321364,0.3122627,0.80846345,16.194792,-4.842712,-2.0980484,-3.3814914,-2.507666,-0.7836481,-0.014972676,-4.3728795,-9.123456
04312.png,-0.93600404,-1.2728555,-4.673952,-2.9142866,-1.5659915,-7.5656247,-4.27644,-1.8754005,6.510909,16.571642,-2.172251,0.90589917
04313.png,-2.1684,-0.055708654,-3.564855,11.662861,-1.7348567,-3.83777,-3.2430902,-3.3930075,5.7168217,-4.887427,-3.331193,-4.401101
04314.png,-1.9453399,-3.3490872,0.8961057,6.0747924,0.39317784,-9.79007,10.479309,-0.94748735,2.3932676,-7.4832506,3.8807685,0.7145773
04315.png,-3.6869752,-4.78404,0.35969505,-0.0015351735,-2.935464,-0.02820652,-2.8380845,-5.28097,3.0775764,-4.5920844,0.41964638,17.374247
04316.png,-1.9003267,-1.9715116,14.42015,-0.80923855,-1.9273403,-0.880634,-5.5222573,-3.4053962,-1.8000277,2.1316094,-2.821112,-2.0999126
04317.png,27.713263,-1.3118325,-1.3999376,-0.72885066,-1.2391074,-7.7872825,-3.1580484,1.6238445,1.832225,-1.1080321,0.48117477,-6.029765
04318.png,-1.6849365,-1.6338189,-3.6856043,0.15011528,-4.5330873,-8.735447,-5.2803555,-1.3262467,9.31715,12.285094,-0.86724216,-1.7540172
04319.png,-3.3597076,-1.6363158,2.1803813,12.231636,-4.485643,1.1269317,-4.0819354,-4.7234488,-3.3442228,1.175409,-4.982187,-0.41032344
04320.png,-0.4115209,-0.7890911,1.55185,2.271371,4.081315,-6.382314,19.830841,2.9004865,-1.0119535,-5.7649636,2.3539338,-3.283141
04321.png,-5.194939,0.3533034,-4.2855673,-0.6162873,0.043567955,-4.477121,0.14956531,-4.012153,1.7088107,-4.7290273,-3.3081965,16.836292
04322.png,-3.061816,-3.6052718,3.2345483,18.097454,-5.6592503,-3.854142,-3.415043,-4.665758,0.15934329,1.584522,-5.8782554,-8.314016
04323.png,-4.329056,15.528245,-1.8335121,0.017201263,-1.742305,-7.7158966,-2.0104914,-1.0864258,3.7907815,-0.99773425,0.9596546,-3.571297
04324.png,1.5810933,-6.7946525,-5.489158,-4.243355,1.7053013,20.789232,-3.3039358,-6.6945777,-2.980271,-7.980329,1.3448349,5.383777
04325.png,-3.7731178,-2.396651,-1.6717054,14.335267,-5.3968987,0.07454411,-2.7387142,-3.7044065,-3.010757,6.0191083,-6.791736,-0.88401824
04326.png,4.2617497,0.13288468,0.61288434,-3.839389,4.486496,-9.260777,23.902718,2.443455,-0.41699684,-4.7498527,4.336166,-1.4115652
04327.png,-1.979337,-2.5961668,-1.4527391,3.1616147,-2.0853028,-8.531411,-3.2138076,-2.1495106,6.3826566,17.487083,-3.931481,-3.1954582
04328.png,-0.7294479,-2.093002,1.0131952,-3.3875535,-0.6931813,12.015925,-1.5348928,0.09233615,-2.2344809,-4.988928,1.1994679,-4.140798
04329.png,-0.86053187,-5.3401804,-0.17995147,-3.1352777,-3.6723483,16.936396,-3.520269,-4.242278,0.29280448,-5.429028,-0.114030905,3.2877393
04330.png,-0.120516196,1.8221699,-5.3426075,-3.9030464,-1.3926271,-5.275445,-4.0201335,0.4685788,12.959313,9.488543,-3.695807,-6.734505
04331.png,1.948383,10.369253,-4.6274796,1.1645329,2.3645387,-3.968661,-1.2535255,5.0167828,3.1310139,-0.43212894,-0.36360878,-4.264141
